Label,machine,big_data,high_performance,distributed,media,hci,software_foundations,models_comp
Spring 2012,0.10327505540507265,0.11488297704593066,0.14903691813804174,0.09239304874134532,0.16004380475594493,0.12383107088989442,0.12618515760734675,0.1292320396366639
Fall 2012,0.07926543457881344,0.1341880043924631,0.24329962073324907,0.06934884737244619,0.1564238952536825,0.10092508798391152,0.11233225182409481,0.12548262548262548
Spring 2013,0.10790217068093963,0.15928823965539426,0.2201394475730759,0.07632349863988282,0.15796867802855827,0.1161671763506626,0.09170752734522333,0.0981717011128776
Fall 2013,0.1229470503219025,0.17158715106119757,0.1893288715374605,0.10889172836258408,0.15200497880643207,0.13985893262306404,0.12137779071217727,0.09880514705882354
Spring 2014,0.10232558139534884,0.16961946979073717,0.209519542289929,0.11401452921736,0.16547803269864764,0.15939736541852506,0.12293371764123853,0.11609100877192982
Fall 2014,0.09464285714285714,0.17502582428320165,0.1829108962633917,0.11243074714577304,0.18307634730538924,0.18571781915833363,0.10609881018044283,0.134173461823573
Spring 2015,0.10061300639658849,0.2025844313691587,0.20515560875512995,0.11672298108796259,0.19769927536231885,0.16813186813186815,0.12417354350941345,0.13259901288070303
Fall 2015,0.09732353271237795,0.20105183615328492,0.21801470588235294,0.10712772197814038,0.22800529195982921,0.15787342851054764,0.11670269802836389,0.12136752136752138
